Book,Chapter,Section,Text,Title
4,80,3,"[3]
       
‘τι δεῖ ἡμέας ἀλλήλων πειρηθῆναι; εἶς μέν μευ τῆς ἀδελφεῆς παῖς, ἔχεις δέ μευ ἀδελφεόν.  σὺ δέ μοι ἀπόδος τοῦτον, καὶ ἐγὼ σοὶ τὸν σὸν Σκύλην παραδίδωμι: στρατιῇ δὲ μήτε σὺ κινδυνεύσῃς μήτ᾽ ἐγώ.’",4.80.3
2,46,2,"[2]
       
γράφουσί τε δὴ καὶ γλύφουσι οἱ ζωγράφοι καὶ οἱ ἀγαλματοποιοὶ τοῦ Πανὸς τὤγαλμα κατά περ Ἕλληνες αἰγοπρόσωπον καὶ τραγοσκελέα, οὔτι τοιοῦτον νομίζοντες εἶναί μιν ἀλλὰ ὁμοῖον τοῖσι ἄλλοισι θεοῖσι: ὅτευ δὲ εἵνεκα τοιοῦτον γράφουσι αὐτόν, οὔ μοι ἥδιον ἐστὶ λέγειν.",2.46.2
3,90,2,"[2]
       
ἀπὸ δὲ Ἑλλησποντίων τῶν ἐπὶ δεξιὰ ἐσπλέοντι καὶ Φρυγῶν καὶ Θρηίκων τῶν ἐν τῇ Ἀσίῃ καὶ Παφλαγόνων καὶ Μαριανδυνῶν καὶ Συρίων ἑξήκοντα καὶ τριηκόσια τάλαντα ἦν φόρος: νομὸς τρίτος οὗτος.",3.90.2
2,115,6,"‘
      [6]
       
νῦν ὦν ἐπειδὴ περὶ πολλοῦ ἥγημαι μὴ ξεινοκτονέειν, γυναῖκα μὲν ταύτην καὶ τὰ χρήματα οὔ τοι προήσω ἀπάγεσθαι, ἀλλ᾽ αὐτὰ ἐγὼ τῷ Ἕλληνι ξείνῳ φυλάξω, ἐς ὃ ἂν αὐτὸς ἐλθὼν ἐκεῖνος ἀπαγαγέσθαι ἐθέλῃ: αὐτὸν δέ σε καὶ τοὺς σοὺς συμπλόους τριῶν ἡμερέων προαγορεύω ἐκ τῆς ἐμῆς γῆς ἐς ἄλλην τινὰ μετορμίζεσθαι, εἰ δὲ μή, ἅτε πολεμίους περιέψεσθαι.’",2.115.6
6,84,3,"[3]
       
Κλεομένεα δὲ λέγουσι ἡκόντων τῶν Σκυθέων ἐπὶ ταῦτα ὁμιλέειν σφι μεζόνως, ὁμιλέοντα δὲ μᾶλλον τοῦ ἱκνεομένου μαθεῖν τὴν ἀκρητοποσίην παρ᾽ αὐτῶν: ἐκ τούτου δὲ μανῆναί μιν νομίζουσι Σπαρτιῆται. ἔκ τε τόσου, ὡς αὐτοὶ λέγουσι, ἐπεὰν ζωρότερον βούλωνται πιεῖν, Ἐπισκύθισον λέγουσι. οὕτω δὴ Σπαρτιῆται τὰ περὶ Κλεομένεα λέγουσι: ἐμοὶ δὲ δοκέει τίσιν ταύτην ὁ Κλεομένης Δημαρήτῳ ἐκτῖσαι.",6.84.3
3,97,3,"[3]
       
οὗτοι συναμφότεροι διὰ τρίτου ἔτεος ἀγίνεον, ἀγινέουσι δὲ καὶ τὸ μέχρι ἐμεῦ, δύο χοίνικας ἀπύρου χρυσίου καὶ διηκοσίας φάλαγγας ἐβένου καὶ πέντε παῖδας Αἰθίοπας καὶ ἐλέφαντος ὀδόντας μεγάλους εἴκοσι.",3.97.3
9,58,2,"[2]
       
‘ὦ παῖδες Ἀλεύεω, ἔτι τί λέξετε τάδε ὁρῶντες ἔρημα; ὑμεῖς γὰρ οἱ πλησιόχωροι ἐλέγετε Λακεδαιμονίους οὐ φεύγειν ἐκ μάχης, ἀλλὰ ἄνδρας εἶναι τὰ πολέμια πρώτους: τοὺς πρότερόν τε μετισταμένους ἐκ τῆς τάξιος εἴδετε, νῦν τε ὑπὸ τὴν παροιχομένην νύκτα καὶ οἱ πάντες ὁρῶμεν διαδράντας: διέδεξάν τε, ἐπεί σφεας ἔδεε πρὸς τοὺς ἀψευδέως ἀρίστους ἀνθρώπων μάχῃ διακριθῆναι, ὅτι οὐδένες ἄρα ἐόντες ἐν οὐδαμοῖσι ἐοῦσι Ἕλλησι ἐναπεδεικνύατο.
’",9.58.2
9,26,2,"[2]
       
‘ἡμεῖς αἰεί κοτε ἀξιεύμεθα ταύτης τῆς τάξιος ἐκ τῶν συμμάχων ἁπάντων, ὅσαι ἤδη ἔξοδοι κοιναὶ ἐγένοντο Πελοποννησίοισι καὶ τὸ παλαιὸν καὶ τὸ νέον, ἐξ ἐκείνου τοῦ χρόνου ἐπείτε Ἡρακλεῖδαι ἐπειρῶντο μετὰ τὸν Εὐρυσθέος θάνατον κατιόντες ἐς Πελοπόννησον:
’",9.26.2
6,135,2,"[2]
       
Πάριοι δὲ πυθόμενοι ὡς ἡ ὑποζάκορος τῶν θεῶν Τιμὼ Μιλτιάδῃ κατηγήσατο, βουλόμενοί μιν ἀντὶ τούτων τιμωρήσασθαι, θεοπρόπους πέμπουσι ἐς Δελφούς ὥς σφεας ἡσυχίη τῆς πολιορκίης ἔσχε: ἔπεμπον δὲ ἐπειρησομένους εἰ καταχρήσωνται τὴν ὑποζάκορον τῶν θεῶν τὴν ἐξηγησαμένην τοῖσι ἐχθροῖσι τῆς πατρίδος ἅλωσιν καὶ τὰ ἐς ἔρσενα γόνον ἄρρητα ἱρὰ ἐκφήνασαν Μιλτιάδῃ.",6.135.2
3,160,2,"[2]
       
ἐτίμησε δέ μιν μεγάλως: καὶ γὰρ δῶρά οἱ ἀνὰ πᾶν ἔτος ἐδίδου ταῦτα τὰ Πέρσῃσι ἐστὶ τιμιώτατα, καὶ τὴν Βαβυλῶνά οἱ ἔδωκε ἀτελέα νέμεσθαι μέχρι τῆς ἐκείνου ζόης, καὶ ἄλλα πολλὰ ἐπέδωκε.  Ζωπύρου δὲ τούτου γίνεται Μεγάβυζος, ὃς ἐν Αἰγύπτῳ ἀντία Ἀθηναίων καὶ τῶν συμμάχων ἐστρατήγησε: Μεγαβύζου δὲ τούτου γίνεται Ζώπυρος, ὃς ἐς Ἀθήνας ηὐτομόλησε ἐκ Περσέων.",3.160.2
4,53,3,"[3]
       
ἅλες τε ἐπὶ τῷ στόματι αὐτοῦ αὐτόματοι πήγνυνται ἄπλετοι:  κήτεά τε μεγάλα ἀνάκανθα, τὰ ἀντακαίους καλέουσι, παρέχεται ἐς ταρίχευσιν, ἄλλα τε πολλὰ θωμάσαι ἄξια.",4.53.3
4,161,2,"[2]
       
ἡ δὲ Πυθίη ἐκέλευε ἐκ Μαντινέης τῆς Ἀρκάδων καταρτιστῆρα ἀγαγέσθαι.  αἴτεον ὦν οἱ Κυρηναῖοι, καὶ οἱ Μαντινέες ἔδοσαν ἄνδρα τῶν ἀστῶν δοκιμώτατον, τῷ οὔνομα ἦν Δημῶναξ.",4.161.2
7,234,2,"[2]
       
ὃ δ᾽ εἶπε ‘ὦ βασιλεῦ, πλῆθος μὲν πολλὸν πάντων τῶν Λακεδαιμονίων καὶ πόλιες πολλαί: τὸ δὲ θέλεις ἐκμαθεῖν, εἰδήσεις. ἔστι ἐν τῇ Λακεδαίμονι Σπάρτη πόλις ἀνδρῶν ὀκτακισχιλίων μάλιστα, καὶ οὗτοι πάντες εἰσὶ ὅμοιοι τοῖσι ἐνθάδε μαχεσαμένοισι: οἵ γε μὲν ἄλλοι Λακεδαιμόνιοι τούτοισι μὲν οὐκ ὅμοιοι, ἀγαθοὶ δέ.’",7.234.2
4,43,5,"[5]
       
ἐκ δὲ ταύτης ἀπικόμενος παρὰ βασιλέα Ξέρξεα ἔλεγε φὰς τὰ προσωτάτω ἀνθρώπους μικροὺς παραπλέειν ἐσθῆτι φοινικηίῃ διαχρεωμένους, οἳ ὅκως σφεῖς καταγοίατο τῇ νηὶ φεύγεσκον πρὸς τὰ ὄρεα λείποντες τὰς πόλιας: αὐτοὶ δὲ ἀδικέειν οὐδὲν ἐσιόντες, βρωτὰ δὲ μοῦνα ἐξ αὐτέων λαμβάνειν.",4.43.5
8,62,2,"‘
      [2]
       
εἰ δὲ ταῦτα μὴ ποιήσῃς, ἡμεῖς μὲν ὡς ἔχομεν ἀναλαβόντες τοὺς οἰκέτας κομιεύμεθα ἐς Σῖριν τὴν ἐν Ἰταλίῃ, ἥ περ ἡμετέρη τε ἐστὶ ἐκ παλαιοῦ ἔτι, καὶ τὰ λόγια λέγει ὑπ᾽ ἡμέων αὐτὴν δέειν κτισθῆναι: ὑμεῖς δὲ συμμάχων τοιῶνδε μουνωθέντες μεμνήσεσθε τῶν ἐμῶν λόγων.’",8.62.2
4,203,2,"[2]
       
διεξιούσης  δὲ τῆς  στρατιῆς Βάδρης μὲν ὁ τοῦ ναυτικοῦ στρατοῦ στρατηγὸς ἐκέλευε αἱρέειν τὴν πόλιν, Ἄμασις δὲ ὁ τοῦ πεζοῦ οὐκ ἔα:  ἐπὶ Βάρκην γὰρ ἀποσταλῆναι μούνην Ἑλληνίδα πόλιν: ἐς ὃ διεξελθοῦσι καὶ ἱζομένοισι ἐπὶ Διὸς Λυκαίου ὄχθον μετεμέλησέ σφι οὐ σχοῦσι τὴν Κυρήνην.  καὶ ἐπειρῶντο τὸ δεύτερον παριέναι ἐς αὐτήν: οἱ δὲ Κυρηναῖοι οὐ περιώρων.",4.203.2
8,26,2,"[2]
       
οἳ δέ σφι ἔλεγον ὡς Ὀλύμπια ἄγουσι καὶ θεωρέοιεν ἀγῶνα γυμνικὸν καὶ ἱππικόν. ὁ δὲ ἐπείρετο ὅ τι τὸ ἄεθλον εἴη σφι κείμενον περὶ ὅτευ ἀγωνίζονται: οἳ δ᾽ εἶπον τῆς ἐλαίης τὸν διδόμενον στέφανον. ἐνθαῦτα εἴπας γνώμην γενναιοτάτην Τιγράνης ὁ Ἀρταβάνου δειλίην ὦφλε πρὸς βασιλέος.",8.26.2
3,77,3,"[3]
       
οἳ δὲ διακελευσάμενοι καὶ σπασάμενοι τὰ ἐγχειρίδια τούτους μὲν τοὺς ἴσχοντας αὐτοῦ ταύτῃ συγκεντέουσι, αὐτοὶ δὲ ἤισαν δρόμῳ ἐς τὸν ἀνδρεῶνα.",3.77.3
6,5,2,"[2]
       
καὶ δὴ νυκτὸς γὰρ ἐούσης βίῃ ἐπειρᾶτο κατιὼν ὁ Ἱστιαῖος ἐς τὴν Μίλητον, τιτρώσκεται τὸν μηρὸν ὑπό τευ τῶν Μιλησίων. ὃ μὲν δὴ ὡς ἀπωστὸς τῆς ἑωυτοῦ γίνεται, ἀπικνέεται ὀπίσω ἐς τὴν Χίον: ἐνθεῦτεν δέ, οὐ γὰρ ἔπειθε τοὺς Χίους ὥστε ἑωυτῷ δοῦναι νέας, διέβη ἐς Μυτιλήνην καὶ ἔπεισε Λεσβίους δοῦναί οἱ νέας.",6.5.2
1,171,4,"[4]
       
καί σφι τριξὰ ἐξευρήματα ἐγένετο, τοῖσι οἱ Ἕλληνες ἐχρήσαντο: καὶ γὰρ ἐπὶ τὰ κράνεα λόφους ἐπιδέεσθαι Κᾶρες εἰσὶ οἱ καταδέξαντες καὶ ἐπὶ τὰς ἀσπίδας τὰ σημήια ποιέεσθαι, καὶ ὄχανα ἀσπίσι οὗτοι εἰσὶ οἱ ποιησάμενοι πρῶτοι: τέως δὲ ἄνευ ὀχάνων ἐφόρεον τὰς ἀσπίδας πάντες οἳ περ ἐώθεσαν ἀσπίσι χρᾶσθαι, τελαμῶσι σκυτίνοισι οἰηκίζοντες, περὶ τοῖσι αὐχέσι τε καὶ τοῖσι ἀριστεροῖσι ὤμοισι  περικείμενοι.",1.171.4
2,168,2,"[2]
       
ταῦτα μὲν δὴ τοῖσι ἅπασι ἦν ἐξαραιρημένα, τάδε δὲ ἐν περιτροπῇ ἐκαρποῦντο καὶ οὐδαμὰ ὡυτοί. Καλασιρίων χίλιοι καὶ Ἑρμοτυβίων ἐδορυφόρεον ἐνιαυτὸν ἕκαστοι τὸν βασιλέα: τούτοισι ὦν τάδε πάρεξ τῶν ἀρουρέων ἄλλα ἐδίδοτο ἐπ᾽ ἡμέρῃ ἑκάστῃ, ὀπτοῦ σίτου σταθμὸς πέντε μνέαι ἑκάστῳ, κρεῶν βοέων δύο μνέαι, οἴνου τέσσερες ἀρυστῆρες. ταῦτα τοῖσι αἰεὶ δορυφορέουσι ἐδίδοτο.",2.168.2
8,14,2,"[2]
       
αὗταί τε δή σφεας ἐπέρρωσαν ἀπικόμεναι καὶ ἅμα ἀγγελίη ἐλθοῦσα, ὡς τῶν βαρβάρων οἱ περιπλέοντες τὴν Εὔβοιαν πάντες εἴησαν διεφθαρμένοι ὑπὸ τοῦ γενομένου χειμῶνος. φυλάξαντες δὴ τὴν αὐτὴν ὥρην, πλέοντες ἐπέπεσον νηυσὶ Κιλίσσῃσι: ταύτας δὲ διαφθείραντες, ὡς εὐφρόνη ἐγίνετο, ἀπέπλεον ὀπίσω ἐπὶ τὸ Ἀρτεμίσιον.",8.14.2
4,48,3,"[3]
       
ὁ μὲν πρῶτος λεχθεὶς τῶν ποταμῶν μέγας καὶ πρὸς ἠῶ ῥέων ἀνακοινοῦται τῷ Ἴστρῳ τὸ ὕδωρ, ὁ δὲ δεύτερος λεχθεὶς Τιάραντος πρὸς ἑσπέρης τε μᾶλλον καὶ ἐλάσσων, ὁ δὲ δὴ Ἄραρός τε καὶ ὁ Νάπαρις καὶ ὁ Ὀρδησσὸς καὶ μέσου τούτων ἰόντες ἐσβάλλουσι ἐς τὸν Ἴστρον.",4.48.3
9,62,2,"[2]
       
ἐγίνετο δὲ πρῶτον περὶ τὰ γέρρα μάχη. ὡς δὲ ταῦτα ἐπεπτώκεε, ἤδη ἐγίνετο ἡ μάχη ἰσχυρὴ παρ᾽ αὐτὸ τὸ Δημήτριον καὶ χρόνον ἐπὶ πολλόν, ἐς ὃ ἀπίκοντο ἐς ὠθισμόν: τὰ γὰρ δόρατα ἐπιλαμβανόμενοι κατέκλων οἱ βάρβαροι.",9.62.2
1,70,3,"[3]
       
αὐτοὶ δὲ Σάμιοι λέγουσι ὡς ἐπείτε ὑστέρησαν οἱ ἄγοντες τῶν Λακεδαιμονίων τὸν κρητῆρα, ἐπυνθάνοντο δὲ Σάρδις τε καὶ Κροῖσον ἡλωκέναι, ἀπέδοντο τὸν κρητῆρα ἐν Σάμῳ, ἰδιώτας  δὲ ἄνδρας πριαμένους ἀναθεῖναί μιν ἐς τὸ Ἥραιον. τάχα δὲ ἂν καὶ οἱ ἀποδόμενοι λέγοιεν ἀπικόμενοι ἐς Σπάρτην ὡς ἀπαιρεθείησαν ὑπὸ Σαμίων.  κατὰ μέν νυν τὸν κρητῆρα οὕτω ἔσχε.",1.70.3
3,99,2,"[2]
       
ἣ δὲ ἂν γυνὴ κάμῃ, ὡσαύτως αἱ ἐπιχρεώμεναι μάλιστα γυναῖκες ταὐτὰ τοῖσι ἀνδράσι ποιεῦσι.  τὸν γὰρ δὴ ἐς γῆρας ἀπικόμενον θύσαντες κατευωχέονται: ἐς δὲ τούτου λόγον οὐ πολλοί τινες αὐτῶν ἀπικνέονται: πρὸ γὰρ τοῦ τὸν ἐς νοῦσον πίπτοντα πάντα κτείνουσι.",3.99.2
1,180,2,"[2]
       
τὸ ὦν δὴ τεῖχος ἑκάτερον τοὺς ἀγκῶνας ἐς τὸν ποταμὸν ἐλήλαται: τὸ δὲ ἀπὸ τούτου αἱ ἐπικαμπαὶ παρὰ χεῖλος ἑκάτερον τοῦ ποταμοῦ αἱμασιὴ πλίνθων ὀπτέων παρατείνει.",1.180.2
8,41,3,"[3]
       
αὕτη δὴ ἡ μελιτόεσσα ἐν τῷ πρόσθε αἰεὶ χρόνῳ ἀναισιμουμένη τότε ἦν ἄψαυστος. σημηνάσης δὲ ταῦτα τῆς ἱρείης, μᾶλλόν τι οἱ Ἀθηναῖοι καὶ προθυμότερον ἐξέλιπον τὴν πόλιν, ὡς καὶ τῆς θεοῦ ἀπολελοιπυίης τὴν ἀκρόπολιν. ὡς δέ σφι πάντα ὑπεξέκειτο, ἔπλεον ἐς τὸ στρατόπεδον.",8.41.3
6,136,3,"[3]
       
προσγενομένου δὲ τοῦ δήμου αὐτῷ κατὰ τὴν ἀπόλυσιν τοῦ θανάτου, ζημιώσαντος δὲ κατὰ τὴν ἀδικίην πεντήκοντα ταλάντοισι, Μιλτιάδης μὲν μετὰ ταῦτα σφακελίσαντός τε τοῦ μηροῦ καὶ σαπέντος τελευτᾷ, τὰ δὲ πεντήκοντα τάλαντα ἐξέτισε ὁ παῖς αὐτοῦ Κίμων.",6.136.3
2,118,3,"[3]
       
τοὺς δ᾽ ἐπείτε ἐσελθεῖν ἐς τὸ τεῖχος, ἀπαιτέειν Ἑλένην τε καὶ τὰ χρήματα τά οἱ οἴχετο κλέψας Ἀλέξανδρος, τῶν τε ἀδικημάτων δίκας αἰτέειν: τοὺς δὲ Τευκροὺς τὸν αὐτὸν λόγον λέγειν τότε καὶ μετέπειτα, καὶ ὀμνύντας καὶ ἀνωμοτί, μὴ μὲν ἔχειν Ἑλένην μηδὲ τὰ ἐπικαλεύμενα χρήματα, ἀλλ᾽ εἶναι αὐτὰ πάντα ἐν Αἰγύπτῳ, καὶ οὐκ ἂν δικαίως αὐτοὶ δίκας ὑπέχειν τῶν Πρωτεὺς ὁ Αἰγύπτιος βασιλεὺς ἔχει.",2.118.3
8,27,2,"[2]
       
ἐσβαλόντες γὰρ πανστρατιῇ αὐτοί τε οἱ Θεσσαλοὶ καὶ οἱ σύμμαχοι αὐτῶν ἐς τοὺς Φωκέας, οὐ πολλοῖσι ἔτεσι πρότερον ταύτης τῆς βασιλέος στρατηλασίης, ἑσσώθησαν ὑπὸ τῶν Φωκέων καὶ περιέφθησαν τρηχέως.",8.27.2
7,213,3,"[3]
       
ὁ δὲ Ἀθηνάδης οὗτος ἀπέκτεινε μὲν Ἐπιάλτεα δι᾽ ἄλλην αἰτίην, τὴν ἐγὼ ἐν τοῖσι ὄπισθε λόγοισι σημανέω, ἐτιμήθη μέντοι ὑπὸ Λακεδαιμονίων οὐδὲν ἧσσον.",7.213.3
1,133,3,"[3]
       
οἴνῳ δὲ κάρτα προσκέαται, καί σφι οὐκ ἐμέσαι ἔξεστι, οὐκὶ οὐρῆσαι ἀντίον ἄλλου.  ταῦτα μέν νυν οὕτω φυλάσσεται, μεθυσκόμενοι δὲ ἐώθασι βουλεύεσθαι τὰ σπουδαιέστατα τῶν πρηγμάτων:",1.133.3
1,4,3,"[3]
       
σφέας μὲν δὴ τοὺς ἐκ τῆς Ἀσίης λέγουσι Πέρσαι ἁρπαζομενέων τῶν γυναικῶν λόγον οὐδένα ποιήσασθαι, Ἕλληνας δὲ Λακεδαιμονίης εἵνεκεν γυναικὸς στόλον μέγαν συναγεῖραι καὶ ἔπειτα ἐλθόντας ἐς τὴν Ἀσίην τὴν Πριάμου δύναμιν κατελεῖν.",1.4.3
9,66,3,"[3]
       
ταῦτα παραγγείλας ὡς ἐς μάχην ἦγε δῆθεν τὸν στρατόν. προτερέων δὲ τῆς ὁδοῦ ὥρα καὶ δὴ φεύγοντας τοὺς Πέρσας: οὕτω δὴ οὐκέτι τὸν αὐτὸν κόσμον κατηγέετο, ἀλλὰ τὴν ταχίστην ἐτρόχαζε φεύγων οὔτε ἐς τὸ ξύλινον οὔτε ἐς τὸ Θηβαίων τεῖχος ἀλλ᾽ ἐς Φωκέας, ἐθέλων ὡς τάχιστα ἐπὶ τὸν Ἑλλήσποντον ἀπικέσθαι.",9.66.3
1,179,4,"[4]
       
ἔστι δὲ ἄλλη πόλις ἀπέχουσα ὀκτὼ ἡμερέων ὁδὸν ἀπὸ Βαβυλῶνος: Ἲς οὔνομα αὐτῇ.  ἔνθα ἐστὶ ποταμὸς οὐ μέγας: Ἲς καὶ τῷ ποταμῷ τὸ οὔνομα: ἐσβάλλει δὲ οὗτος ἐς τὸν Εὐφρήτην ποταμὸν τὸ ῥέεθρον.  οὗτος ὦν  ὁ Ἲς ποταμὸς ἅμα τῷ, ὕδατι θρόμβους ἀσφάλτου ἀναδιδοῖ πολλούς, ἔνθεν ἡ ἄσφαλτος ἐς τὸ ἐν Βαβυλῶνι τεῖχος ἐκομίσθη.",1.179.4
6,30,2,"[2]
       
Δαρεῖος δὲ πυθόμενος ταῦτα καὶ ἐπαιτιησάμενος τοὺς ταῦτα ποιήσαντας ὅτι μιν οὐ ζώοντα ἀνήγαγον ἐς ὄψιν τὴν ἑωυτοῦ, τὴν κεφαλὴν τὴν Ἱστιαίου λούσαντάς τε καὶ περιστείλαντας εὖ ἐνετείλατο θάψαι ὡς ἀνδρὸς μεγάλως ἑωυτῷ τε καὶ Πέρσῃσι εὐεργέτεω.",6.30.2
6,127,4,"[4]
       
οὗτοι μὲν δὴ ἐξ αὐτῆς Πελοποννήσου ἦλθον, ἐκ δὲ Ἀθηνέων ἀπίκοντο Μεγακλέης τε ὁ Ἀλκμέωνος τούτου τοῦ παρὰ Κροῖσον ἀπικομένου, καὶ ἄλλος Ἱπποκλείδης Τισάνδρου, πλούτῳ καὶ εἴδεϊ προφέρων Ἀθηναίων. ἀπὸ δὲ Ἐρετρίης ἀνθεύσης τοῦτον τὸν χρόνον Λυσανίης: οὗτος δὲ ἀπ᾽ Εὐβοίης μοῦνος. ἐκ δὲ Θεσσαλίης ἦλθε τῶν Σκοπαδέων Διακτορίδης Κραννώνιος, ἐκ δὲ Μολοσσῶν Ἄλκων.",6.127.4
4,33,4,"[4]
       
ἐπεὶ δὲ τοῖσι Ὑπερβορέοισι τοὺς ἀποπεμφθέντας ὀπίσω οὐκ ἀπονοστέειν, δεινὰ ποιευμένους εἰ σφέας αἰεὶ καταλάμψεται ἀποστέλλοντας μὴ ἀποδέκεσθαι, οὕτω δὴ φέροντας ἐς τοὺς οὔρους τὰ ἱρὰ ἐνδεδεμένα ἐν πυρῶν καλάμῃ τοὺς πλησιοχώρους ἐπισκήπτειν κελεύοντας προπέμπειν σφέα ἀπὸ ἑωυτῶν ἐς ἄλλο ἔθνος.",4.33.4
5,81,2,"[2]
       
Αἰγινῆται δὲ εὐδαιμονίῃ τε μεγάλῃ ἐπαερθέντες καὶ ἔχθρης παλαιῆς ἀναμνησθέντες ἐχούσης ἐς Ἀθηναίους, τότε Θηβαίων δεηθέντων πόλεμον ἀκήρυκτον Ἀθηναίοισι ἐπέφερον:",5.81.2
2,44,3,"[3]
       
εὗρον δὲ οὐδὲ τούτους τοῖσι Ἕλλησι συμφερομένους: ἔφασαν γὰρ ἅμα Τύρῳ οἰκιζομένῃ καὶ τὸ ἱρὸν τοῦ θεοῦ ἱδρυθῆναι, εἶναι δὲ ἔτεα ἀπ᾽ οὗ Τύρον οἰκέουσι τριηκόσια καὶ δισχίλια. εἶδον δὲ ἐν τῇ Τύρῳ καὶ ἄλλο ἱρὸν Ἡρακλέος ἐπωνυμίην ἔχοντος Θασίου εἶναι:",2.44.3
1,144,3,"[3]
       
ἀνὴρ ὦν Ἁλικαρνησσεύς, τῷ οὔνομα ἦν Ἀγασικλέης, νικήσας τὸν νόμον κατηλόγησε, φέρων δὲ πρὸς τὰ ἑωυτοῦ οἰκία προσεπασσάλευσε τὸν τρίποδα.  διὰ ταύτην τὴν αἰτίην αἱ πέντε πόλιες, Λίνδος καὶ Ἰήλυσός τε καὶ Κάμειρος καὶ Κῶς τε καὶ Κνίδος ἐξεκλήισαν τῆς μετοχῆς τὴν ἕκτην πόλιν Ἁλικαρνησσόν. τούτοισι μέν νυν οὗτοι ταύτην τὴν ζημίην ἐπέθηκαν.",1.144.3
2,124,5,"[5]
       
τῇ δὲ πυραμίδι αὐτῇ χρόνον γενέσθαι εἴκοσι ἔτεα ποιευμένῃ: τῆς ἐστὶ πανταχῇ μέτωπον ἕκαστον ὀκτὼ. πλέθρα ἐούσης τετραγώνου καὶ ὕψος ἴσον, λίθου δὲ ξεστοῦ τε καὶ ἁρμοσμένου τὰ μάλιστα: οὐδεὶς τῶν λίθων τριήκοντα ποδῶν ἐλάσσων.",2.124.5
9,39,2,"[2]
       
ἐσβάλλοντα γὰρ ἐς τὸ πεδίον λαμβάνουσι ὑποζύγιά τε πεντακόσια, σιτία ἄγοντα ἀπὸ Πελοποννήσου ἐς τὸ στρατόπεδον, καὶ ἀνθρώπους οἳ εἵποντο τοῖσι ζεύγεσι. ἑλόντες δὲ ταύτην τὴν ἄγρην οἱ Πέρσαι ἀφειδέως ἐφόνευον, οὐ φειδόμενοι οὔτε ὑποζυγίου οὐδενὸς οὔτε ἀνθρώπου. ὡς δὲ ἄδην εἶχον κτείνοντες, τὰ λοιπὰ αὐτῶν ἤλαυνον περιβαλόμενοι παρά τε Μαρδόνιον καὶ ἐς τὸ στρατόπεδον.",9.39.2
8,26,3,"[3]
       
πυνθανόμενος γὰρ τὸ ἄεθλον ἐὸν στέφανον ἀλλ᾽ οὐ χρήματα, οὔτε ἠνέσχετο σιγῶν εἶπέ τε ἐς πάντας τάδε. ‘παπαῖ Μαρδόνιε, κοίους ἐπ᾽ ἄνδρας ἤγαγες μαχησομένους ἡμέας, οἳ οὐ περὶ χρημάτων τὸν ἀγῶνα ποιεῦνται ἀλλὰ περὶ ἀρετῆς.’ τούτῳ μὲν δὴ ταῦτα εἴρητο.",8.26.3
2,32,7,"[7]
       
ἄγειν τε δὴ αὐτοὺς δι᾽ ἑλέων μεγίστων, καὶ διεξελθόντας ταῦτα ἀπικέσθαι ἐς πόλιν ἐν τῇ πάντας εἶναι τοῖσι ἄγουσι τὸ μέγαθος ἴσους, χρῶμα δὲ μέλανας. παρὰ δὲ τὴν πόλιν ῥέειν ποταμὸν μέγαν, ῥέειν δὲ ἀπὸ ἑσπέρης αὐτὸν πρὸς ἥλιον ἀνατέλλοντα, φαίνεσθαι δὲ ἐν αὐτῷ κροκοδείλους.",2.32.7
2,49,3,"[3]
       
οὐ μὲν οὐδὲ φήσω ὅκως Αἰγύπτιοι παρ᾽ Ἑλλήνων ἔλαβον ἢ τοῦτο ἢ ἄλλο κού τι νόμαιον. πυθέσθαι δέ μοι δοκέει μάλιστα Μελάμπους τὰ περὶ τὸν Διόνυσον παρὰ Κάδμου τε τοῦ Τυρίου καὶ τῶν σὺν αὐτῷ ἐκ Φοινίκης ἀπικομένων ἐς τὴν νῦν Βοιωτίην καλεομένην χώρην.",2.49.3
3,31,4,"[4]
       
εἰρομένου ὦν τοῦ Καμβύσεω, ὑπεκρίνοντο αὐτῷ οὗτοι καὶ δίκαια καὶ ἀσφαλέα, φάμενοι νόμον οὐδένα ἐξευρίσκειν ὃς κελεύει ἀδελφεῇ συνοικέειν ἀδελφεόν, ἄλλον μέντοι ἐξευρηκέναι νόμον, τῷ βασιλεύοντι Περσέων ἐξεῖναι ποιέειν τὸ ἂν βούληται.",3.31.4
2,32,6,"[6]
       
διεξελθόντας δὲ χῶρον πολλὸν ψαμμώδεα καὶ ἐν πολλῇσι ἡμέρῃσι ἰδεῖν δή κοτε δένδρεα ἐν πεδίῳ πεφυκότα, καί σφεας προσελθόντας ἅπτεσθαι τοῦ ἐπεόντος ἐπὶ τῶν δενδρέων καρποῦ, ἁπτομένοισι δέ σφι ἐπελθεῖν ἄνδρας μικρούς, μετρίων ἐλάσσονας ἀνδρῶν, λαβόντας δὲ ἄγειν σφέας: φωνῆς δὲ οὔτε τι τῆς ἐκείνων τοὺς Νασαμῶνας γινώσκειν οὔτε τοὺς ἄγοντας τῶν Νασαμώνων:",2.32.6
